,x,y,elevation,demand,tw a,tw b,s,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,-33.8872197,151.2239128,48.35707855,10,35,86,5,0,0,0,0,0,0,0,0,0,0,0,1.59,1.365,0.718,1.232,0.917,0.524,0.95,0.725,0.836,1.975,1.043,1.008,0.965,2.116,1.167,0.934,1.206,2.497,1.179,1.232,1.543,1.834,2.191,2.415,1.572,1.144,1.873,1.787,1.744,1.228,0.467,1.287,1.593,2.252,1.455,1.457,2.055,1.581,1.466,1.164,1.919,1.101,1.32,1.344,1.449,1.631,1.169,2.347,1.501,1.841,1.409,1.306,1.432,1.336,1.406,2.444,1.355,2.301,1.429,1.354,2.373,2.113,1.923,1.414,1.395,1.294,1.502,1.825,1.311,1.83,1.741,2.344,2.313,1.63,1.317,1.363,1.751,1.38,2.327,1.778,2.089,1.717,2.1,0.584,1.047,0.809,1.889,1.034,0.505,1.013
11,-33.88674963,151.2326635,70.09308624,10,62,94,5,0,0,0,0,0,0,0,0,0,0,0,0,0.673,0.85,1.706,1.391,1.019,1.424,1.121,0.808,0.98,0.673,2.023,0.765,1.121,1.641,1.214,1.68,1.576,0.808,1.707,1.094,2.925,1.068,1.493,1.065,1.618,2.76,2.593,2.55,1.703,1.756,1.332,1.668,1.129,1.929,0.742,2.942,2.578,1.94,2.152,2.807,2.108,1.394,1.419,0.734,2.437,2.054,1.224,2.389,1.216,1.484,1.892,1.906,1.897,1.507,1.321,1.916,1.306,1.504,2.242,1.378,0.897,2.811,1.888,1.956,2.1,1.577,2.712,2.118,1.225,1.391,1.019,0.988,1.695,2.123,2.169,1.386,2.186,1.002,2.584,2.895,1.57,2.906,1.192,0.676,2.049,0.893,1.384,0.965,0.48
12,-33.88615724,151.2288765,67.92993927,5,70,106,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,1.042,0.727,0.355,0.759,0.534,0.513,0.775,0.936,1.359,1.028,0.915,0.977,0.743,1.016,1.435,1.071,1.042,1.353,2.261,1.453,1.353,1.382,0.954,2.096,1.928,1.886,1.038,1.091,1.097,1.403,1.515,1.265,1.005,2.278,1.913,1.276,1.488,2.142,1.443,1.129,1.154,0.997,1.773,1.39,1.61,1.724,0.802,1.219,1.228,1.242,1.232,1.215,1.707,1.252,1.691,1.239,1.577,1.763,1.16,2.146,1.224,1.292,1.435,1.312,2.048,1.453,1.64,1.551,1.282,1.251,1.44,1.459,1.505,1.561,1.522,1.265,1.92,2.231,1.527,2.242,0.527,0.939,1.384,0.662,0.844,0.3,0.246
13,-33.88599359,151.2279279,67.61360168,7,68,108,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,0.788,0.209,0.821,0.596,0.551,1.413,0.759,1.42,0.681,1.553,1.038,0.805,1.077,2.368,0.894,1.103,1.414,2.322,2.091,2.286,1.443,1.015,2.157,1.99,1.947,1.099,1.153,1.158,1.464,2.153,1.326,1.172,2.339,1.974,1.337,1.549,2.204,1.505,1.191,1.215,1.164,1.834,1.451,2.248,1.785,1.712,1.28,1.289,1.303,1.293,1.277,2.345,1.313,2.329,1.3,1.638,2.401,1.984,2.207,1.285,1.353,1.496,1.373,2.109,1.514,1.701,1.612,2.215,2.184,1.501,1.52,1.566,1.622,1.583,2.198,1.981,2.292,1.588,2.303,0.44,0.762,1.446,1.3,0.905,0.213,0.884
14,-33.88595634,151.2224458,60.23310089,14,54,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566,0.924,0.599,0.848,1.108,1.814,1.316,1.086,1.521,2.241,0.704,1.201,0.743,2.232,1.651,0.769,1.278,1.988,2.492,2.149,1.307,0.879,1.823,1.656,1.613,0.765,0.61,1.022,1.328,2.554,0.992,1.85,2.005,1.64,1.003,1.215,1.87,1.171,1.054,1.079,1.843,1.5,1.117,2.649,1.451,1.576,1.144,0.955,0.969,0.959,1.14,2.746,0.979,2.73,1.164,1.304,2.802,1.848,1.873,0.951,1.019,1.162,1.237,1.775,1.18,1.565,1.476,2.079,2.047,1.365,1.186,1.232,1.486,1.249,2.062,1.647,1.958,1.452,1.969,0.984,1.56,0.7,1.701,0.769,0.905,1.285
15,-33.88543174,151.2245508,62.25336838,13,0,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.188,0.03,0.533,0.793,1.499,1,0.969,1.206,1.925,0.587,0.886,0.626,1.917,1.336,0.652,0.963,1.871,2.177,1.834,0.992,0.564,1.706,1.538,1.496,0.648,0.579,0.707,1.013,2.239,0.875,1.535,1.888,1.523,0.886,1.098,1.752,1.053,0.739,0.764,1.527,1.383,1,2.334,1.334,1.261,0.829,0.838,0.852,0.842,0.825,2.431,0.861,2.415,0.849,1.187,2.487,1.533,1.756,0.834,0.902,1.045,0.922,1.658,1.063,1.25,1.161,1.764,1.732,1.05,1.069,1.115,1.171,1.132,1.746,1.53,1.841,1.137,1.852,1.247,1.244,0.668,1.386,0.454,1.168,0.97
16,-33.88542427,151.2270091,64.62971497,6,61,119,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,0.372,0.541,1.247,0.748,1.196,0.67,1.387,0.814,0.581,0.853,2.144,0.884,0.88,1.19,2.098,1.925,2.062,1.219,0.791,1.933,1.766,1.723,0.875,0.929,0.934,1.24,1.987,1.102,1.162,2.115,1.751,1.113,1.325,1.98,1.281,0.967,0.991,1.154,1.61,1.227,2.081,1.561,1.489,1.056,1.065,1.079,1.069,1.053,2.179,1.089,2.163,1.076,1.414,2.235,1.76,1.984,1.061,1.129,1.273,1.149,1.885,1.29,1.478,1.388,1.991,1.96,1.277,1.296,1.342,1.398,1.359,1.974,1.757,2.068,1.364,2.079,0.676,0.752,1.222,1.134,0.681,0.449,0.718
17,-33.88517054,151.2249368,65.84379578,9,5,103,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0.826,1.532,1.033,1.001,1.239,1.958,0.619,0.918,0.658,1.95,1.368,0.685,0.996,1.904,2.21,1.867,1.025,0.596,1.739,1.571,1.529,0.681,0.611,0.74,1.046,2.272,0.907,1.568,1.921,1.556,0.918,1.131,1.785,1.086,0.772,0.797,1.56,1.416,1.032,2.366,1.367,1.294,0.861,0.87,0.885,0.875,0.858,2.463,0.894,2.448,0.881,1.22,2.52,1.565,1.789,0.866,0.934,1.078,0.954,1.691,1.096,1.283,1.194,1.796,1.765,1.083,1.101,1.147,1.204,1.164,1.779,1.563,1.873,1.17,1.885,1.28,1.277,0.701,1.419,0.487,1.201,1.003
18,-33.88470735,151.2267838,69.74423981,5,32,104,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,1.067,0.568,1.163,0.49,1.207,0.782,0.399,0.821,1.304,0.703,0.847,0.527,2.066,1.744,1.222,0.498,0.759,1.901,1.733,1.691,0.843,0.896,0.765,1.1,1.806,1.07,0.981,2.083,1.718,1.08,1.293,1.947,1.248,0.827,0.851,0.973,1.578,1.195,1.901,1.529,0.649,0.916,1.032,1.047,1.037,0.94,1.998,1.056,1.983,0.936,1.382,2.054,0.92,1.951,1.029,1.096,1.24,1.009,1.853,1.258,0.81,0.824,1.151,1.12,1.127,1.264,1.309,0.774,1.326,1.134,1.725,2.035,0.958,2.047,0.895,0.571,1.189,0.954,0.491,0.668,0.538
19,-33.88383763,151.2285179,54.82583618,5,4,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,0.215,1.792,0.129,0.873,1.41,0.471,1.245,0.97,0.261,1.257,0.351,2.695,1.525,0.887,0.322,0.894,2.529,2.362,2.319,1.472,1.525,0.589,0.925,1.587,1.123,0.539,2.711,2.347,1.189,1.921,2.576,1.877,0.651,0.676,0.532,2.206,1.823,1.681,2.158,0.473,0.741,1.661,1.31,1.666,0.764,1.265,1.685,1.096,0.761,2.011,1.167,0.7,2.58,1.291,1.364,1.496,0.834,2.481,1.471,0.589,0.648,0.817,0.785,0.951,1.546,1.426,0.598,1.955,0.799,2.353,2.664,0.782,2.675,0.961,0.168,1.818,0.592,0.641,0.734,0.668
20,-33.88366106,151.2336741,37.41040421,14,11,83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587,2.148,0.539,0.23,1.766,0.819,1.593,0.763,0.516,1.606,0.699,3.05,0.827,0.681,0.67,1.243,2.885,2.717,2.675,1.827,1.88,0.937,1.273,0.889,1.472,0.333,3.067,2.702,1.538,2.277,2.931,2.232,0.999,1.024,0.325,2.562,2.179,0.983,2.513,0.821,1.089,2.017,1.658,2.021,1.113,1.081,1.752,1.065,1.109,2.366,1.137,0.488,2.935,1.64,1.712,1.844,1.182,2.837,1.82,0.801,0.956,0.61,0.579,1.3,1.894,1.775,0.88,2.031,0.593,2.709,3.02,1.064,3.031,1.316,0.59,2.173,0.499,0.989,1.089,0.915
21,-33.88318245,151.229714,50.31658173,6,17,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.827,0.123,0.727,1.445,0.572,1.484,0.924,0.124,1.511,0.452,2.729,1.39,0.841,0.423,0.996,2.564,2.397,2.354,1.506,1.56,0.69,1.026,1.452,1.225,0.493,2.746,2.382,1.291,1.956,2.611,1.912,0.752,0.777,0.485,2.241,1.858,1.547,2.193,0.574,0.842,1.696,1.411,1.7,0.866,1.644,1.72,1.628,0.862,2.045,1.7,0.671,2.615,1.393,1.76,1.597,0.935,2.516,1.573,0.561,0.75,0.77,0.739,1.053,1.647,1.528,0.722,1.99,0.753,2.388,2.699,0.906,2.71,0.995,0.035,1.853,0.457,0.742,0.768,0.703
22,-33.88286748,151.2177393,55.1784668,5,10,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.572,2.289,0.59,1.28,0.572,2.311,1.786,0.598,1.357,1.503,2.827,2.228,1.386,0.789,1.338,1.17,1.128,0.721,0.711,1.101,1.407,2.889,0.507,2.064,1.52,1.155,0.518,0.73,1.384,0.685,1.133,1.158,2.056,1.015,0.632,2.984,0.966,1.655,1.223,0.469,0.484,0.474,1.219,3.081,0.493,3.065,1.243,0.819,3.137,1.927,1.388,0.466,0.533,0.677,1.316,1.29,0.695,1.644,1.555,2.158,2.126,0.899,0.701,0.746,1.565,0.763,2.14,1.162,1.472,1.163,1.484,1.522,1.654,0.483,2.036,1.104,1.442,1.62
23,-33.88271426,151.2291755,45.47795868,8,7,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,1.537,0.471,1.246,0.841,0.132,1.258,0.352,2.821,1.482,0.758,0.323,0.895,2.656,2.489,2.446,1.598,1.651,0.59,0.925,1.544,1.124,0.41,2.838,2.473,1.19,2.048,2.702,2.003,0.652,0.677,0.402,2.333,1.95,1.638,2.284,0.474,0.741,1.788,1.311,1.792,0.765,1.136,1.405,0.966,0.761,2.137,1.038,0.57,2.706,1.292,1.365,1.497,0.834,2.608,1.472,0.46,0.649,0.687,0.656,0.952,1.546,1.427,0.622,1.683,0.67,2.48,2.791,0.806,2.802,1.087,0.088,1.944,0.549,0.641,0.86,0.795
24,-33.88266304,151.2339334,14.3177042,8,27,104,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.863,1.059,1.723,0.104,0.756,1.735,0.94,3.148,0.653,0.113,0.911,1.483,2.982,2.815,2.772,1.925,1.978,1.178,1.367,0.591,1.601,0.497,3.164,2.8,1.667,2.374,3.029,2.33,1.24,1.265,0.49,2.659,2.276,0.497,2.611,0.967,1.128,2.114,1.625,2.119,1.353,0.491,2.138,0.322,1.108,2.464,0.393,0.393,3.033,1.88,1.953,2.085,1.035,2.934,2.06,0.707,0.862,0.516,0.484,1.187,2.135,2.015,0.785,2.408,0.498,2.806,3.117,0.969,3.128,1.414,0.831,2.271,0.315,1.229,1.187,0.72
25,-33.88265047,151.219717,53.08165359,14,21,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945,0.237,1.977,1.452,0.264,1.023,1.372,2.493,1.894,1.052,0.455,1.207,1.039,0.997,0.149,0.508,0.767,1.072,2.555,0.376,1.73,1.389,1.024,0.387,0.599,1.253,0.554,0.799,0.824,1.722,0.884,0.501,2.649,0.835,1.321,0.888,0.339,0.353,0.343,0.885,2.747,0.362,2.731,0.908,0.688,2.803,1.592,1.257,0.335,0.402,0.546,0.981,1.159,0.564,1.31,1.221,1.823,1.792,1.11,0.57,0.616,1.231,0.632,1.806,1.031,1.341,1.197,1.353,1.797,1.32,0.16,1.702,0.77,1.717,1.286
26,-33.88257339,151.2262726,45.20795441,13,1,105,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,1.073,0.492,0.829,0.119,2.151,2.18,0.991,0.148,0.466,1.985,1.818,1.775,0.928,0.981,0.161,0.496,2.242,0.695,0.692,2.167,1.803,0.761,1.377,2.032,1.333,0.223,0.247,0.684,1.663,1.279,1.375,1.614,0.418,0.312,1.117,0.882,0.995,0.336,1.369,0.976,1.199,0.332,1.467,1.271,0.689,2.036,0.863,0.936,1.067,0.405,1.938,1.043,0.579,0.593,0.92,0.889,0.523,1.117,0.998,0.543,1.254,0.903,1.809,2.12,0.621,2.131,1.33,0.401,1.274,0.862,0.212,1.103,0.973
27,-33.88256749,151.2210903,43.04975128,6,6,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.854,1.329,0.026,0.9,1.819,2.37,1.771,0.929,0.27,1.654,1.487,1.444,0.596,0.649,0.644,0.95,2.432,0.231,1.607,1.836,1.471,0.161,1.046,1.7,1.001,0.676,0.701,1.599,1.331,0.948,2.527,1.282,1.198,0.766,0.786,0.383,0.79,0.762,2.624,0.81,2.608,0.786,1.135,2.68,1.47,1.704,1.136,0.85,0.993,0.859,1.606,1.011,1.051,1.098,1.701,1.669,0.514,1.017,1.162,0.971,1.08,1.684,1.478,1.789,0.778,1.8,1.521,1.197,0.942,1.579,0.647,1.293,1.163
28,-33.88255972,151.2346778,13.12193203,15,19,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932,1.726,0.953,3.181,0.645,0.105,0.924,1.628,3.016,2.848,2.806,1.958,2.011,1.191,1.359,0.583,1.592,0.457,3.198,2.833,1.658,2.408,3.062,2.363,1.253,1.278,0.421,2.693,2.31,0.488,2.644,0.958,1.119,2.147,1.617,2.025,1.366,0.483,2.006,0.313,1.099,2.497,0.385,0.385,3.066,1.893,1.966,2.098,1.026,2.968,2.073,0.698,0.853,0.507,0.476,1.178,2.148,2.028,0.777,2.284,0.49,2.84,3.15,0.961,3.162,1.636,1.043,2.304,0.819,1.242,1.409,1.715
29,-33.88253261,151.2302541,44.35426331,13,17,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.235,0.329,2.557,1.325,0.735,0.3,0.872,2.391,2.224,2.181,1.334,1.387,0.567,0.902,1.387,1.101,0.387,2.573,2.209,1.167,1.783,2.438,1.739,0.629,0.653,0.379,2.069,1.685,1.482,2.02,0.451,0.718,1.523,1.288,1.401,0.742,1.113,1.382,0.943,0.738,1.873,1.015,0.547,2.442,1.269,1.342,1.473,0.811,2.344,1.449,0.437,0.626,0.664,0.633,0.929,1.523,1.404,0.598,1.66,0.647,2.215,2.526,0.782,2.537,1.131,0.132,1.68,0.423,0.618,0.904,0.839
30,-33.88239849,151.2210041,43.75156403,11,9,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926,1.846,2.397,1.798,0.955,0.282,1.68,1.513,1.47,0.623,0.676,0.671,0.976,2.459,0.243,1.633,1.862,1.498,0.187,1.072,1.727,1.028,0.703,0.727,1.626,1.357,0.974,2.553,1.309,1.225,0.792,0.812,0.396,0.817,0.789,2.65,0.836,2.635,0.812,1.162,2.707,1.496,1.731,1.163,0.876,1.02,0.885,1.632,1.038,1.063,0.99,1.727,1.696,0.527,1.043,1.175,0.984,1.106,1.71,1.504,1.815,0.79,1.826,1.547,1.223,0.969,1.606,0.674,1.32,1.19
31,-33.88236542,151.2272956,42.68186569,15,44,76,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.228,1.675,0.872,0.029,0.543,2.063,1.895,1.853,1.005,1.058,0.238,0.574,1.737,0.772,0.572,2.245,1.88,0.838,1.455,2.109,1.41,0.3,0.325,0.565,1.74,1.357,1.255,1.691,0.298,0.389,1.194,0.959,1.072,0.413,1.25,1.053,1.08,0.409,1.544,1.152,0.57,2.113,0.94,1.013,1.145,0.482,2.015,1.12,0.46,0.474,0.801,0.77,0.6,1.195,1.075,0.423,1.331,0.784,1.887,2.197,0.698,2.209,1.281,0.282,1.351,0.742,0.289,1.053,0.844
32,-33.88228255,151.2099035,21.45976257,15,34,103,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.694,3.095,2.253,1.656,0.165,0.579,0.663,1.476,1.367,1.968,2.274,3.756,1.373,2.931,0.162,0.593,1.384,0.871,0.098,0.902,2,2.025,2.923,0.745,0.863,3.85,0.627,2.522,2.089,1.08,1.35,1.11,2.086,3.948,1.129,3.932,2.109,0.861,4.004,2.793,0.274,1.291,1.169,1.041,2.182,0.276,1.059,2.511,2.422,3.024,2.993,2.311,1.065,1.111,2.432,1.023,3.007,0.578,0.525,2.398,0.537,2.177,2.521,1.417,2.903,1.971,2.098,2.487
33,-33.88226933,151.237536,59.0255661,6,37,114,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562,1.587,2.168,3.542,3.374,3.332,2.484,2.537,1.854,1.932,0.062,2.133,1.095,3.724,3.359,2.199,2.934,3.588,2.889,1.806,1.811,1.088,3.219,2.836,0.156,3.17,1.703,1.692,2.674,2.157,2.678,1.854,0.254,2.698,0.332,1.672,3.023,0.26,0.742,3.592,2.508,2.738,2.599,1.599,3.494,2.575,1.596,1.522,0.553,0.98,1.751,2.649,2.529,1.516,2.968,0.789,3.366,3.677,1.534,3.688,1.973,1.321,2.83,0.902,1.906,1.746,1.206
